# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-12-08 12:08:39 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11246500 WILLOW C A MOUTH NR AUBERRY CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11246500
#            TS   parameter     statistic     Description
#        213773       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	213773_00060_00003	213773_00060_00003_cd
USGS	11246500	2012-07-27	6.40	A
USGS	11246500	2012-07-28	6.40	A
USGS	11246500	2012-07-29	6.20	A
USGS	11246500	2012-07-30	6.10	A
USGS	11246500	2012-07-31	5.90	A
USGS	11246500	2012-08-01	5.60	A
USGS	11246500	2012-08-02	5.40	A
USGS	11246500	2012-08-03	5.20	A
USGS	11246500	2012-08-04	5.10	A
USGS	11246500	2012-08-05	5.10	A
USGS	11246500	2012-08-06	5.10	A
USGS	11246500	2012-08-07	5.00	A
USGS	11246500	2012-08-08	4.80	A
USGS	11246500	2012-08-09	4.70	A
USGS	11246500	2012-08-10	4.60	A
USGS	11246500	2012-08-11	4.40	A
USGS	11246500	2012-08-12	4.10	A
USGS	11246500	2012-08-13	3.90	A
USGS	11246500	2012-08-14	3.80	A:e
USGS	11246500	2012-08-15	3.90	A
USGS	11246500	2012-08-16	3.80	A
USGS	11246500	2012-08-17	3.80	A
USGS	11246500	2012-08-18	3.70	A
USGS	11246500	2012-08-19	3.70	A
USGS	11246500	2012-08-20	3.70	A
USGS	11246500	2012-08-21	3.70	A
USGS	11246500	2012-08-22	3.60	A
USGS	11246500	2012-08-23	3.40	A
USGS	11246500	2012-08-24	3.10	A
USGS	11246500	2012-08-25	2.70	A
USGS	11246500	2012-08-26	2.50	A
USGS	11246500	2012-08-27	2.40	A
USGS	11246500	2012-08-28	2.40	A
USGS	11246500	2012-08-29	2.40	A
USGS	11246500	2012-08-30	2.40	A
USGS	11246500	2012-08-31	2.40	A
USGS	11246500	2012-09-01	2.40	A
USGS	11246500	2012-09-02	2.50	A
USGS	11246500	2012-09-03	2.40	A
USGS	11246500	2012-09-04	2.10	A
USGS	11246500	2012-09-05	2.10	A
USGS	11246500	2012-09-06	2.00	A
USGS	11246500	2012-09-07	1.90	A
USGS	11246500	2012-09-08	1.90	A
USGS	11246500	2012-09-09	1.80	A
USGS	11246500	2012-09-10	1.60	A
USGS	11246500	2012-09-11	1.70	A
USGS	11246500	2012-09-12	1.60	A
USGS	11246500	2012-09-13	2.00	A
USGS	11246500	2012-09-14	2.10	A
USGS	11246500	2012-09-15	1.80	A
USGS	11246500	2012-09-16	1.70	A
USGS	11246500	2012-09-17	1.70	A
USGS	11246500	2012-09-18	1.80	A
USGS	11246500	2012-09-19	1.70	A
USGS	11246500	2012-09-20	1.60	A:e
USGS	11246500	2012-09-21	1.40	A
USGS	11246500	2012-09-22	1.30	A
USGS	11246500	2012-09-23	1.50	A
USGS	11246500	2012-09-24	1.40	A
USGS	11246500	2012-09-25	1.40	A
USGS	11246500	2012-09-26	1.50	A
USGS	11246500	2012-09-27	1.50	A
USGS	11246500	2012-09-28	1.60	A
USGS	11246500	2012-09-29	1.70	A
USGS	11246500	2012-09-30	1.70	A
USGS	11246500	2012-10-01	1.70	A
USGS	11246500	2012-10-02	1.80	A
USGS	11246500	2012-10-03	1.80	A
USGS	11246500	2012-10-04	1.90	A
USGS	11246500	2012-10-05	1.90	A
USGS	11246500	2012-10-06	1.90	A
USGS	11246500	2012-10-07	1.90	A
USGS	11246500	2012-10-08	2.20	A
USGS	11246500	2012-10-09	2.20	A
USGS	11246500	2012-10-10	2.20	A
USGS	11246500	2012-10-11	2.20	A
USGS	11246500	2012-10-12	2.60	A
USGS	11246500	2012-10-13	2.90	A
USGS	11246500	2012-10-14	2.80	A
USGS	11246500	2012-10-15	2.50	A
USGS	11246500	2012-10-16	2.30	A
USGS	11246500	2012-10-17	2.20	A
USGS	11246500	2012-10-18	2.20	A
USGS	11246500	2012-10-19	2.90	A
USGS	11246500	2012-10-20	3.60	A
USGS	11246500	2012-10-21	3.80	A
USGS	11246500	2012-10-22	4.20	A
USGS	11246500	2012-10-23	8.20	A
USGS	11246500	2012-10-24	7.00	A
USGS	11246500	2012-10-25	5.40	A
USGS	11246500	2012-10-26	5.00	A
USGS	11246500	2012-10-27	4.80	A
USGS	11246500	2012-10-28	15.0	A
USGS	11246500	2012-10-29	19.0	A
USGS	11246500	2012-10-30	8.60	A
USGS	11246500	2012-10-31	5.10	A
USGS	11246500	2012-11-01	4.80	A
USGS	11246500	2012-11-02	4.90	A
USGS	11246500	2012-11-03	4.80	A
USGS	11246500	2012-11-04	4.80	A
USGS	11246500	2012-11-05	4.70	A
USGS	11246500	2012-11-06	9.50	A
USGS	11246500	2012-11-07	4.70	A
USGS	11246500	2012-11-08	4.50	A
USGS	11246500	2012-11-09	5.10	A
USGS	11246500	2012-11-10	5.90	A
USGS	11246500	2012-11-11	5.70	A
USGS	11246500	2012-11-12	4.90	A
USGS	11246500	2012-11-13	4.70	A
USGS	11246500	2012-11-14	4.70	A
USGS	11246500	2012-11-15	4.50	A
USGS	11246500	2012-11-16	4.50	A
USGS	11246500	2012-11-17	6.70	A
USGS	11246500	2012-11-18	26.0	A
USGS	11246500	2012-11-19	13.0	A
USGS	11246500	2012-11-20	18.0	A
USGS	11246500	2012-11-21	8.20	A
USGS	11246500	2012-11-22	8.70	A
USGS	11246500	2012-11-23	12.0	A
USGS	11246500	2012-11-24	11.0	A
USGS	11246500	2012-11-25	10.0	A
USGS	11246500	2012-11-26	20.0	A
USGS	11246500	2012-11-27	17.0	A
USGS	11246500	2012-11-28	16.0	A
USGS	11246500	2012-11-29	11.0	A
USGS	11246500	2012-11-30	57.0	A
USGS	11246500	2012-12-01	75.0	A
USGS	11246500	2012-12-02	180	A
USGS	11246500	2012-12-03	133	A
USGS	11246500	2012-12-04	38.0	A
USGS	11246500	2012-12-05	22.0	A
USGS	11246500	2012-12-06	18.0	A
USGS	11246500	2012-12-07	15.0	A
USGS	11246500	2012-12-08	13.0	A
USGS	11246500	2012-12-09	12.0	A
USGS	11246500	2012-12-10	12.0	A
USGS	11246500	2012-12-11	11.0	A
USGS	11246500	2012-12-12	11.0	A
USGS	11246500	2012-12-13	13.0	A
USGS	11246500	2012-12-14	12.0	A
USGS	11246500	2012-12-15	11.0	A
USGS	11246500	2012-12-16	11.0	A
USGS	11246500	2012-12-17	11.0	A
USGS	11246500	2012-12-18	52.0	A
USGS	11246500	2012-12-19	26.0	A
USGS	11246500	2012-12-20	17.0	A
USGS	11246500	2012-12-21	15.0	A
USGS	11246500	2012-12-22	19.0	A
USGS	11246500	2012-12-23	49.0	A
USGS	11246500	2012-12-24	101	A
USGS	11246500	2012-12-25	53.0	A
USGS	11246500	2012-12-26	55.0	A
USGS	11246500	2012-12-27	43.0	A
USGS	11246500	2012-12-28	26.0	A
USGS	11246500	2012-12-29	23.0	A
USGS	11246500	2012-12-30	21.0	A
USGS	11246500	2012-12-31	18.0	A
USGS	11246500	2013-01-01	18.0	A
USGS	11246500	2013-01-02	17.0	A
USGS	11246500	2013-01-03	16.0	A
USGS	11246500	2013-01-04	16.0	A
USGS	11246500	2013-01-05	15.0	A
USGS	11246500	2013-01-06	16.0	A
USGS	11246500	2013-01-07	15.0	A
USGS	11246500	2013-01-08	15.0	A
USGS	11246500	2013-01-09	15.0	A
USGS	11246500	2013-01-10	16.0	A
USGS	11246500	2013-01-11	14.0	A
USGS	11246500	2013-01-12	14.0	A
USGS	11246500	2013-01-13	14.0	A
USGS	11246500	2013-01-14	13.0	A
USGS	11246500	2013-01-15	13.0	A
USGS	11246500	2013-01-16	13.0	A
USGS	11246500	2013-01-17	14.0	A
USGS	11246500	2013-01-18	14.0	A
USGS	11246500	2013-01-19	14.0	A
USGS	11246500	2013-01-20	13.0	A
USGS	11246500	2013-01-21	13.0	A
USGS	11246500	2013-01-22	14.0	A
USGS	11246500	2013-01-23	14.0	A
USGS	11246500	2013-01-24	22.0	A
USGS	11246500	2013-01-25	30.0	A
USGS	11246500	2013-01-26	28.0	A
USGS	11246500	2013-01-27	26.0	A
USGS	11246500	2013-01-28	23.0	A
USGS	11246500	2013-01-29	25.0	A
USGS	11246500	2013-01-30	23.0	A
USGS	11246500	2013-01-31	19.0	A
USGS	11246500	2013-02-01	19.0	A
USGS	11246500	2013-02-02	18.0	A
USGS	11246500	2013-02-03	18.0	A
USGS	11246500	2013-02-04	18.0	A
USGS	11246500	2013-02-05	19.0	A
USGS	11246500	2013-02-06	18.0	A
USGS	11246500	2013-02-07	18.0	A
USGS	11246500	2013-02-08	20.0	A
USGS	11246500	2013-02-09	18.0	A
USGS	11246500	2013-02-10	17.0	A
USGS	11246500	2013-02-11	17.0	A
USGS	11246500	2013-02-12	16.0	A
USGS	11246500	2013-02-13	16.0	A
USGS	11246500	2013-02-14	16.0	A
USGS	11246500	2013-02-15	16.0	A
USGS	11246500	2013-02-16	16.0	A
USGS	11246500	2013-02-17	16.0	A
USGS	11246500	2013-02-18	16.0	A
USGS	11246500	2013-02-19	17.0	A
USGS	11246500	2013-02-20	19.0	A
USGS	11246500	2013-02-21	17.0	A
USGS	11246500	2013-02-22	16.0	A
USGS	11246500	2013-02-23	15.0	A
USGS	11246500	2013-02-24	15.0	A
USGS	11246500	2013-02-25	15.0	A
USGS	11246500	2013-02-26	14.0	A
USGS	11246500	2013-02-27	14.0	A
USGS	11246500	2013-02-28	14.0	A
USGS	11246500	2013-03-01	14.0	A
USGS	11246500	2013-03-02	15.0	A
USGS	11246500	2013-03-03	16.0	A
USGS	11246500	2013-03-04	19.0	A
USGS	11246500	2013-03-05	17.0	A
USGS	11246500	2013-03-06	19.0	A
USGS	11246500	2013-03-07	21.0	A
USGS	11246500	2013-03-08	20.0	A
USGS	11246500	2013-03-09	22.0	A
USGS	11246500	2013-03-10	21.0	A
USGS	11246500	2013-03-11	20.0	A
USGS	11246500	2013-03-12	21.0	A
USGS	11246500	2013-03-13	27.0	A
USGS	11246500	2013-03-14	45.0	A
USGS	11246500	2013-03-15	24.0	A
USGS	11246500	2013-03-16	24.0	A
USGS	11246500	2013-03-17	23.0	A
USGS	11246500	2013-03-18	22.0	A
USGS	11246500	2013-03-19	20.0	A
USGS	11246500	2013-03-20	22.0	A
USGS	11246500	2013-03-21	22.0	A
USGS	11246500	2013-03-22	20.0	A
USGS	11246500	2013-03-23	19.0	A
USGS	11246500	2013-03-24	18.0	A
USGS	11246500	2013-03-25	18.0	A
USGS	11246500	2013-03-26	17.0	A
USGS	11246500	2013-03-27	17.0	A
USGS	11246500	2013-03-28	17.0	A
USGS	11246500	2013-03-29	16.0	A
USGS	11246500	2013-03-30	16.0	A
USGS	11246500	2013-03-31	22.0	A
USGS	11246500	2013-04-01	24.0	A
USGS	11246500	2013-04-02	22.0	A
USGS	11246500	2013-04-03	19.0	A
USGS	11246500	2013-04-04	17.0	A
USGS	11246500	2013-04-05	19.0	A
USGS	11246500	2013-04-06	17.0	A
USGS	11246500	2013-04-07	16.0	A
USGS	11246500	2013-04-08	17.0	A
USGS	11246500	2013-04-09	18.0	A
USGS	11246500	2013-04-10	16.0	A
USGS	11246500	2013-04-11	15.0	A
USGS	11246500	2013-04-12	15.0	A
USGS	11246500	2013-04-13	15.0	A
USGS	11246500	2013-04-14	15.0	A
USGS	11246500	2013-04-15	14.0	A
USGS	11246500	2013-04-16	14.0	A
USGS	11246500	2013-04-17	15.0	A
USGS	11246500	2013-04-18	15.0	A
USGS	11246500	2013-04-19	14.0	A
USGS	11246500	2013-04-20	13.0	A
USGS	11246500	2013-04-21	12.0	A
USGS	11246500	2013-04-22	12.0	A
USGS	11246500	2013-04-23	12.0	A
USGS	11246500	2013-04-24	12.0	A
USGS	11246500	2013-04-25	11.0	A
USGS	11246500	2013-04-26	11.0	A
USGS	11246500	2013-04-27	11.0	A
USGS	11246500	2013-04-28	10.0	A
USGS	11246500	2013-04-29	9.10	A
USGS	11246500	2013-04-30	8.80	A
USGS	11246500	2013-05-01	8.40	A
USGS	11246500	2013-05-02	7.90	A
USGS	11246500	2013-05-03	7.70	A
USGS	11246500	2013-05-04	7.40	A
USGS	11246500	2013-05-05	7.60	A
USGS	11246500	2013-05-06	7.70	A
USGS	11246500	2013-05-07	10.0	A
USGS	11246500	2013-05-08	11.0	A
USGS	11246500	2013-05-09	10.0	A
USGS	11246500	2013-05-10	9.90	A
USGS	11246500	2013-05-11	8.70	A
USGS	11246500	2013-05-12	7.70	A
USGS	11246500	2013-05-13	7.10	A
USGS	11246500	2013-05-14	6.80	A
USGS	11246500	2013-05-15	6.60	A
USGS	11246500	2013-05-16	6.60	A
USGS	11246500	2013-05-17	7.00	A
USGS	11246500	2013-05-18	6.90	A
USGS	11246500	2013-05-19	6.60	A
USGS	11246500	2013-05-20	6.40	A
USGS	11246500	2013-05-21	6.10	A
USGS	11246500	2013-05-22	5.90	A
USGS	11246500	2013-05-23	6.00	A
USGS	11246500	2013-05-24	6.00	A
USGS	11246500	2013-05-25	5.90	A
USGS	11246500	2013-05-26	5.70	A
USGS	11246500	2013-05-27	6.30	A
USGS	11246500	2013-05-28	7.10	A
USGS	11246500	2013-05-29	7.20	A
USGS	11246500	2013-05-30	6.40	A
USGS	11246500	2013-05-31	5.50	A
USGS	11246500	2013-06-01	5.10	A
USGS	11246500	2013-06-02	4.90	A
USGS	11246500	2013-06-03	4.60	A
USGS	11246500	2013-06-04	4.50	A
USGS	11246500	2013-06-05	4.30	A
USGS	11246500	2013-06-06	4.10	A
USGS	11246500	2013-06-07	3.80	A
USGS	11246500	2013-06-08	9.10	A
USGS	11246500	2013-06-09	10.0	A
USGS	11246500	2013-06-10	10.0	A
USGS	11246500	2013-06-11	8.10	A
USGS	11246500	2013-06-12	8.30	A
USGS	11246500	2013-06-13	9.50	A
USGS	11246500	2013-06-14	9.40	A
USGS	11246500	2013-06-15	9.20	A
USGS	11246500	2013-06-16	8.70	A
USGS	11246500	2013-06-17	7.20	A
USGS	11246500	2013-06-18	7.40	A
USGS	11246500	2013-06-19	8.10	A
USGS	11246500	2013-06-20	8.30	A
USGS	11246500	2013-06-21	8.20	A
USGS	11246500	2013-06-22	5.20	A
USGS	11246500	2013-06-23	7.00	A
USGS	11246500	2013-06-24	7.80	A
USGS	11246500	2013-06-25	7.80	A
USGS	11246500	2013-06-26	8.00	A
USGS	11246500	2013-06-27	7.50	A
USGS	11246500	2013-06-28	5.10	A
USGS	11246500	2013-06-29	6.00	A
USGS	11246500	2013-06-30	6.00	A
USGS	11246500	2013-07-01	5.60	A
USGS	11246500	2013-07-02	5.20	A
USGS	11246500	2013-07-03	5.20	A
USGS	11246500	2013-07-04	2.80	A
USGS	11246500	2013-07-05	3.00	A
USGS	11246500	2013-07-06	3.00	A
USGS	11246500	2013-07-07	0.99	A
USGS	11246500	2013-07-08	4.60	A
USGS	11246500	2013-07-09	4.30	A
USGS	11246500	2013-07-10	4.00	A
USGS	11246500	2013-07-11	4.00	A
USGS	11246500	2013-07-12	3.80	A
USGS	11246500	2013-07-13	3.80	A
USGS	11246500	2013-07-14	3.60	A
USGS	11246500	2013-07-15	3.50	A
USGS	11246500	2013-07-16	3.30	A
USGS	11246500	2013-07-17	3.30	A
USGS	11246500	2013-07-18	3.20	A
USGS	11246500	2013-07-19	3.20	A
USGS	11246500	2013-07-20	3.10	A
USGS	11246500	2013-07-21	3.00	A
USGS	11246500	2013-07-22	2.90	A
USGS	11246500	2013-07-23	3.00	A
USGS	11246500	2013-07-24	3.20	A
USGS	11246500	2013-07-25	3.00	A
USGS	11246500	2013-07-26	3.20	A
USGS	11246500	2013-07-27	3.10	A
USGS	11246500	2013-07-28	3.00	A
USGS	11246500	2013-07-29	2.90	A
USGS	11246500	2013-07-30	2.60	A
USGS	11246500	2013-07-31	2.10	A
USGS	11246500	2013-08-01	1.60	A
USGS	11246500	2013-08-02	1.50	A
USGS	11246500	2013-08-03	1.50	A
USGS	11246500	2013-08-04	1.40	A
USGS	11246500	2013-08-05	0.93	A
USGS	11246500	2013-08-06	0.88	A
USGS	11246500	2013-08-07	0.83	A
USGS	11246500	2013-08-08	0.84	A
USGS	11246500	2013-08-09	0.86	A
USGS	11246500	2013-08-10	0.84	A
USGS	11246500	2013-08-11	0.81	A
USGS	11246500	2013-08-12	0.84	A
USGS	11246500	2013-08-13	0.84	A
USGS	11246500	2013-08-14	0.82	A
USGS	11246500	2013-08-15	0.79	A
USGS	11246500	2013-08-16	0.78	A
USGS	11246500	2013-08-17	0.76	A
USGS	11246500	2013-08-18	0.69	A
USGS	11246500	2013-08-19	0.64	A
USGS	11246500	2013-08-20	0.63	A
USGS	11246500	2013-08-21	0.62	A
USGS	11246500	2013-08-22	0.59	A
USGS	11246500	2013-08-23	0.54	A
USGS	11246500	2013-08-24	0.51	A
USGS	11246500	2013-08-25	0.60	A
USGS	11246500	2013-08-26	0.76	A
USGS	11246500	2013-08-27	0.79	A
USGS	11246500	2013-08-28	0.81	A
USGS	11246500	2013-08-29	0.80	A
USGS	11246500	2013-08-30	0.91	A
USGS	11246500	2013-08-31	1.30	A
