# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-12-07 19:34:56 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12120000 MERCER CREEK NEAR BELLEVUE, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12120000
#            TS   parameter     statistic     Description
#        149030       00060     00003     Discharge, cubic feet per second (Mean), [Discontinued 10/30/2019]
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	149030_00060_00003	149030_00060_00003_cd
USGS	12120000	2016-11-25	93.9	A
USGS	12120000	2016-11-26	62.9	A
USGS	12120000	2016-11-27	63.7	A
USGS	12120000	2016-11-28	49.0	A
USGS	12120000	2016-11-29	25.8	A
USGS	12120000	2016-11-30	31.8	A
USGS	12120000	2016-12-01	20.5	A
USGS	12120000	2016-12-02	24.2	A
USGS	12120000	2016-12-03	20.2	A
USGS	12120000	2016-12-04	39.1	A
USGS	12120000	2016-12-05	28.3	A
USGS	12120000	2016-12-06	19.8	A
USGS	12120000	2016-12-07	15.7	A
USGS	12120000	2016-12-08	14.7	A
USGS	12120000	2016-12-09	31.4	A
USGS	12120000	2016-12-10	42.8	A
USGS	12120000	2016-12-11	29.8	A
USGS	12120000	2016-12-12	20.9	A
USGS	12120000	2016-12-13	17.9	A
USGS	12120000	2016-12-14	14.8	A
USGS	12120000	2016-12-15	13.8	A
USGS	12120000	2016-12-16	12.6	A
USGS	12120000	2016-12-17	11.6	A
USGS	12120000	2016-12-18	11.4	A
USGS	12120000	2016-12-19	21.2	A
USGS	12120000	2016-12-20	34.4	A
USGS	12120000	2016-12-21	15.7	A
USGS	12120000	2016-12-22	15.0	A
USGS	12120000	2016-12-23	88.5	A
USGS	12120000	2016-12-24	46.1	A
USGS	12120000	2016-12-25	25.6	A
USGS	12120000	2016-12-26	23.3	A
USGS	12120000	2016-12-27	38.0	A
USGS	12120000	2016-12-28	19.5	A
USGS	12120000	2016-12-29	23.2	A
USGS	12120000	2016-12-30	57.2	A
USGS	12120000	2016-12-31	29.3	A
USGS	12120000	2017-01-01	39.5	A
USGS	12120000	2017-01-02	21.6	A
USGS	12120000	2017-01-03	17.4	A
USGS	12120000	2017-01-04	14.3	A
USGS	12120000	2017-01-05	12.8	A
USGS	12120000	2017-01-06	12.2	A
USGS	12120000	2017-01-07	11.7	A
USGS	12120000	2017-01-08	27.0	A
USGS	12120000	2017-01-09	38.7	A
USGS	12120000	2017-01-10	27.6	A
USGS	12120000	2017-01-11	17.7	A
USGS	12120000	2017-01-12	13.8	A
USGS	12120000	2017-01-13	12.5	A
USGS	12120000	2017-01-14	11.9	A
USGS	12120000	2017-01-15	11.3	A
USGS	12120000	2017-01-16	11.4	A
USGS	12120000	2017-01-17	53.2	A
USGS	12120000	2017-01-18	188	A
USGS	12120000	2017-01-19	86.5	A
USGS	12120000	2017-01-20	46.7	A
USGS	12120000	2017-01-21	29.8	A
USGS	12120000	2017-01-22	27.2	A
USGS	12120000	2017-01-23	20.1	A
USGS	12120000	2017-01-24	16.6	A
USGS	12120000	2017-01-25	15.7	A
USGS	12120000	2017-01-26	14.5	A
USGS	12120000	2017-01-27	13.4	A
USGS	12120000	2017-01-28	12.7	A
USGS	12120000	2017-01-29	12.3	A
USGS	12120000	2017-01-30	12.3	A
USGS	12120000	2017-01-31	11.6	A
USGS	12120000	2017-02-01	10.9	A
USGS	12120000	2017-02-02	10.8	A
USGS	12120000	2017-02-03	32.5	A
USGS	12120000	2017-02-04	82.5	A
USGS	12120000	2017-02-05	75.3	A
USGS	12120000	2017-02-06	76.1	A
USGS	12120000	2017-02-07	56.6	A
USGS	12120000	2017-02-08	63.5	A
USGS	12120000	2017-02-09	330	A
USGS	12120000	2017-02-10	100	A
USGS	12120000	2017-02-11	51.9	A
USGS	12120000	2017-02-12	34.5	A
USGS	12120000	2017-02-13	28.1	A
USGS	12120000	2017-02-14	22.7	A
USGS	12120000	2017-02-15	150	A
USGS	12120000	2017-02-16	218	A
USGS	12120000	2017-02-17	67.9	A
USGS	12120000	2017-02-18	45.0	A
USGS	12120000	2017-02-19	38.8	A
USGS	12120000	2017-02-20	46.3	A
USGS	12120000	2017-02-21	41.3	A
USGS	12120000	2017-02-22	48.4	A
USGS	12120000	2017-02-23	29.2	A
USGS	12120000	2017-02-24	23.4	A
USGS	12120000	2017-02-25	20.0	A
USGS	12120000	2017-02-26	35.4	A
USGS	12120000	2017-02-27	44.8	A
USGS	12120000	2017-02-28	44.7	A
USGS	12120000	2017-03-01	27.5	A
USGS	12120000	2017-03-02	21.8	A
USGS	12120000	2017-03-03	41.4	A
USGS	12120000	2017-03-04	47.1	A
USGS	12120000	2017-03-05	35.1	A
USGS	12120000	2017-03-06	22.6	A
USGS	12120000	2017-03-07	42.9	A
USGS	12120000	2017-03-08	32.2	A
USGS	12120000	2017-03-09	52.5	A
USGS	12120000	2017-03-10	50.1	A
USGS	12120000	2017-03-11	43.2	A
USGS	12120000	2017-03-12	31.6	A
USGS	12120000	2017-03-13	58.1	A
USGS	12120000	2017-03-14	62.3	A
USGS	12120000	2017-03-15	117	A
USGS	12120000	2017-03-16	54.4	A
USGS	12120000	2017-03-17	55.1	A
USGS	12120000	2017-03-18	133	A
USGS	12120000	2017-03-19	54.9	A
USGS	12120000	2017-03-20	35.9	A
USGS	12120000	2017-03-21	36.2	A
USGS	12120000	2017-03-22	28.7	A
USGS	12120000	2017-03-23	22.7	A
USGS	12120000	2017-03-24	56.4	A
USGS	12120000	2017-03-25	37.1	A
USGS	12120000	2017-03-26	33.4	A
USGS	12120000	2017-03-27	35.8	A
USGS	12120000	2017-03-28	31.4	A
USGS	12120000	2017-03-29	65.6	A:e
USGS	12120000	2017-03-30	58.2	A:e
USGS	12120000	2017-03-31	29.9	A:e
USGS	12120000	2017-04-01	26.0	A:e
USGS	12120000	2017-04-02	34.9	A
USGS	12120000	2017-04-03	25.8	A
USGS	12120000	2017-04-04	21.3	A
USGS	12120000	2017-04-05	48.5	A
USGS	12120000	2017-04-06	43.9	A
USGS	12120000	2017-04-07	33.8	A
USGS	12120000	2017-04-08	31.3	A
USGS	12120000	2017-04-09	21.8	A
USGS	12120000	2017-04-10	46.2	A
USGS	12120000	2017-04-11	28.7	A
USGS	12120000	2017-04-12	69.6	A
USGS	12120000	2017-04-13	60.2	A
USGS	12120000	2017-04-14	32.0	A
USGS	12120000	2017-04-15	24.1	A
USGS	12120000	2017-04-16	21.1	A
USGS	12120000	2017-04-17	20.0	A
USGS	12120000	2017-04-18	41.4	A
USGS	12120000	2017-04-19	42.8	A
USGS	12120000	2017-04-20	65.9	A
USGS	12120000	2017-04-21	28.9	A
USGS	12120000	2017-04-22	27.3	A
USGS	12120000	2017-04-23	38.4	A
USGS	12120000	2017-04-24	48.0	A
USGS	12120000	2017-04-25	26.1	A
USGS	12120000	2017-04-26	30.3	A
USGS	12120000	2017-04-27	42.8	A
USGS	12120000	2017-04-28	24.6	A
USGS	12120000	2017-04-29	20.9	A
USGS	12120000	2017-04-30	31.9	A
USGS	12120000	2017-05-01	25.0	A
USGS	12120000	2017-05-02	20.0	A
USGS	12120000	2017-05-03	43.9	A
USGS	12120000	2017-05-04	53.7	A
USGS	12120000	2017-05-05	102	A
USGS	12120000	2017-05-06	65.2	A
USGS	12120000	2017-05-07	31.9	A
USGS	12120000	2017-05-08	23.2	A
USGS	12120000	2017-05-09	18.3	A
USGS	12120000	2017-05-10	16.5	A
USGS	12120000	2017-05-11	27.6	A
USGS	12120000	2017-05-12	25.2	A
USGS	12120000	2017-05-13	21.3	A
USGS	12120000	2017-05-14	17.1	A
USGS	12120000	2017-05-15	20.1	A
USGS	12120000	2017-05-16	62.8	A
USGS	12120000	2017-05-17	32.0	A
USGS	12120000	2017-05-18	20.1	A
USGS	12120000	2017-05-19	16.7	A
USGS	12120000	2017-05-20	14.5	A
USGS	12120000	2017-05-21	13.3	A
USGS	12120000	2017-05-22	12.3	A
USGS	12120000	2017-05-23	11.8	A
USGS	12120000	2017-05-24	11.3	A
USGS	12120000	2017-05-25	11.2	A
USGS	12120000	2017-05-26	12.4	A
USGS	12120000	2017-05-27	12.2	A
USGS	12120000	2017-05-28	10.3	A
USGS	12120000	2017-05-29	10.1	A
USGS	12120000	2017-05-30	10.1	A
USGS	12120000	2017-05-31	9.98	A
USGS	12120000	2017-06-01	12.4	A
USGS	12120000	2017-06-02	9.46	A
USGS	12120000	2017-06-03	10.2	A
USGS	12120000	2017-06-04	9.85	A
USGS	12120000	2017-06-05	8.66	A
USGS	12120000	2017-06-06	8.17	A
USGS	12120000	2017-06-07	7.92	A
USGS	12120000	2017-06-08	20.2	A
USGS	12120000	2017-06-09	11.2	A
USGS	12120000	2017-06-10	9.57	A
USGS	12120000	2017-06-11	8.77	A
USGS	12120000	2017-06-12	8.44	A
USGS	12120000	2017-06-13	10.7	A
USGS	12120000	2017-06-14	8.98	A
USGS	12120000	2017-06-15	22.5	A
USGS	12120000	2017-06-16	45.7	A
USGS	12120000	2017-06-17	13.5	A
USGS	12120000	2017-06-18	11.7	A
USGS	12120000	2017-06-19	10.6	A
USGS	12120000	2017-06-20	9.89	A
USGS	12120000	2017-06-21	9.22	A
USGS	12120000	2017-06-22	8.27	A
USGS	12120000	2017-06-23	8.05	A
USGS	12120000	2017-06-24	7.82	A
USGS	12120000	2017-06-25	7.89	A
USGS	12120000	2017-06-26	7.38	A
USGS	12120000	2017-06-27	7.42	A
USGS	12120000	2017-06-28	7.50	A
USGS	12120000	2017-06-29	7.61	A
USGS	12120000	2017-06-30	7.39	A
USGS	12120000	2017-07-01	7.17	A
USGS	12120000	2017-07-02	7.38	A
USGS	12120000	2017-07-03	7.33	A
USGS	12120000	2017-07-04	7.60	A
USGS	12120000	2017-07-05	7.21	A
USGS	12120000	2017-07-06	6.94	A
USGS	12120000	2017-07-07	6.78	A
USGS	12120000	2017-07-08	6.90	A
USGS	12120000	2017-07-09	6.79	A
USGS	12120000	2017-07-10	6.86	A
USGS	12120000	2017-07-11	7.13	A
USGS	12120000	2017-07-12	7.10	A
USGS	12120000	2017-07-13	6.73	A
USGS	12120000	2017-07-14	6.64	A
USGS	12120000	2017-07-15	6.70	A
USGS	12120000	2017-07-16	6.77	A
USGS	12120000	2017-07-17	7.46	A
USGS	12120000	2017-07-18	6.99	A
USGS	12120000	2017-07-19	6.48	A
USGS	12120000	2017-07-20	6.49	A
USGS	12120000	2017-07-21	6.84	A
USGS	12120000	2017-07-22	6.59	A
USGS	12120000	2017-07-23	6.38	A
USGS	12120000	2017-07-24	6.18	A
USGS	12120000	2017-07-25	5.95	A
USGS	12120000	2017-07-26	5.97	A
USGS	12120000	2017-07-27	6.58	A
USGS	12120000	2017-07-28	7.70	A
USGS	12120000	2017-07-29	7.52	A
USGS	12120000	2017-07-30	5.84	A
USGS	12120000	2017-07-31	6.20	A
USGS	12120000	2017-08-01	7.63	A
USGS	12120000	2017-08-02	6.49	A
USGS	12120000	2017-08-03	6.35	A
USGS	12120000	2017-08-04	6.10	A
USGS	12120000	2017-08-05	6.33	A
USGS	12120000	2017-08-06	6.63	A
USGS	12120000	2017-08-07	6.47	A
USGS	12120000	2017-08-08	6.41	A
USGS	12120000	2017-08-09	6.14	A
USGS	12120000	2017-08-10	5.95	A
USGS	12120000	2017-08-11	6.05	A
USGS	12120000	2017-08-12	6.38	A:e
USGS	12120000	2017-08-13	6.45	A:e
USGS	12120000	2017-08-14	6.45	A:e
USGS	12120000	2017-08-15	6.45	A:e
USGS	12120000	2017-08-16	6.39	A:e
USGS	12120000	2017-08-17	5.87	A
USGS	12120000	2017-08-18	6.27	A
USGS	12120000	2017-08-19	6.42	A
USGS	12120000	2017-08-20	6.34	A
USGS	12120000	2017-08-21	6.57	A
USGS	12120000	2017-08-22	6.41	A
USGS	12120000	2017-08-23	6.39	A
USGS	12120000	2017-08-24	7.13	A
USGS	12120000	2017-08-25	7.12	A
USGS	12120000	2017-08-26	6.20	A
USGS	12120000	2017-08-27	5.73	A
USGS	12120000	2017-08-28	6.09	A
USGS	12120000	2017-08-29	6.27	A
USGS	12120000	2017-08-30	6.10	A
USGS	12120000	2017-08-31	8.00	A
USGS	12120000	2017-09-01	7.32	A
USGS	12120000	2017-09-02	6.74	A
USGS	12120000	2017-09-03	6.50	A
USGS	12120000	2017-09-04	6.40	A
USGS	12120000	2017-09-05	8.33	A
USGS	12120000	2017-09-06	7.12	A
USGS	12120000	2017-09-07	6.89	A
USGS	12120000	2017-09-08	6.84	A
USGS	12120000	2017-09-09	6.74	A
USGS	12120000	2017-09-10	6.06	A
USGS	12120000	2017-09-11	5.88	A
USGS	12120000	2017-09-12	5.96	A
USGS	12120000	2017-09-13	6.88	A
USGS	12120000	2017-09-14	6.18	A
USGS	12120000	2017-09-15	6.10	A
USGS	12120000	2017-09-16	6.56	A
USGS	12120000	2017-09-17	7.64	A
USGS	12120000	2017-09-18	10.8	A
USGS	12120000	2017-09-19	28.6	A
USGS	12120000	2017-09-20	40.5	A
USGS	12120000	2017-09-21	15.1	A
USGS	12120000	2017-09-22	9.89	A
USGS	12120000	2017-09-23	7.56	A
USGS	12120000	2017-09-24	6.95	A
USGS	12120000	2017-09-25	7.04	A
USGS	12120000	2017-09-26	7.13	A
USGS	12120000	2017-09-27	6.82	A
USGS	12120000	2017-09-28	6.56	A
USGS	12120000	2017-09-29	7.21	A
USGS	12120000	2017-09-30	8.09	A
USGS	12120000	2017-10-01	12.2	A
USGS	12120000	2017-10-02	7.43	A
USGS	12120000	2017-10-03	6.82	A
USGS	12120000	2017-10-04	7.10	A
USGS	12120000	2017-10-05	6.62	A
USGS	12120000	2017-10-06	7.93	A
USGS	12120000	2017-10-07	14.2	A
USGS	12120000	2017-10-08	13.5	A
USGS	12120000	2017-10-09	9.07	A
USGS	12120000	2017-10-10	9.73	A
USGS	12120000	2017-10-11	10.8	A
USGS	12120000	2017-10-12	8.51	A
USGS	12120000	2017-10-13	21.3	A
USGS	12120000	2017-10-14	9.56	A
USGS	12120000	2017-10-15	7.79	A
USGS	12120000	2017-10-16	7.52	A
USGS	12120000	2017-10-17	9.81	A
USGS	12120000	2017-10-18	20.5	A
USGS	12120000	2017-10-19	93.2	A
USGS	12120000	2017-10-20	43.6	A
USGS	12120000	2017-10-21	45.6	A
USGS	12120000	2017-10-22	64.3	A
USGS	12120000	2017-10-23	19.3	A
USGS	12120000	2017-10-24	12.5	A
USGS	12120000	2017-10-25	10.6	A
USGS	12120000	2017-10-26	9.59	A
USGS	12120000	2017-10-27	9.41	A
USGS	12120000	2017-10-28	9.12	A
USGS	12120000	2017-10-29	8.35	A
USGS	12120000	2017-10-30	9.02	A
USGS	12120000	2017-10-31	8.45	A
USGS	12120000	2017-11-01	8.36	A
USGS	12120000	2017-11-02	17.6	A
USGS	12120000	2017-11-03	35.9	A
USGS	12120000	2017-11-04	18.2	A
USGS	12120000	2017-11-05	92.9	A
USGS	12120000	2017-11-06	35.1	A
USGS	12120000	2017-11-07	17.1	A
USGS	12120000	2017-11-08	15.2	A
USGS	12120000	2017-11-09	24.2	A
USGS	12120000	2017-11-10	21.0	A
USGS	12120000	2017-11-11	13.2	A
USGS	12120000	2017-11-12	41.4	A
USGS	12120000	2017-11-13	60.3	A
USGS	12120000	2017-11-14	45.8	A
USGS	12120000	2017-11-15	53.0	A
USGS	12120000	2017-11-16	30.6	A
USGS	12120000	2017-11-17	18.2	A
USGS	12120000	2017-11-18	12.8	A
USGS	12120000	2017-11-19	14.3	A
USGS	12120000	2017-11-20	88.2	A
USGS	12120000	2017-11-21	102	A
USGS	12120000	2017-11-22	116	A
USGS	12120000	2017-11-23	101	A
USGS	12120000	2017-11-24	41.5	A
USGS	12120000	2017-11-25	30.1	A
USGS	12120000	2017-11-26	58.4	A
USGS	12120000	2017-11-27	36.5	A
USGS	12120000	2017-11-28	66.6	A
USGS	12120000	2017-11-29	48.2	A
USGS	12120000	2017-11-30	45.4	A
USGS	12120000	2017-12-01	32.0	A
USGS	12120000	2017-12-02	58.3	A
USGS	12120000	2017-12-03	65.3	A
USGS	12120000	2017-12-04	30.8	A
USGS	12120000	2017-12-05	21.0	A
USGS	12120000	2017-12-06	17.5	A
USGS	12120000	2017-12-07	15.2	A
USGS	12120000	2017-12-08	14.4	A
USGS	12120000	2017-12-09	13.3	A
USGS	12120000	2017-12-10	11.4	A
USGS	12120000	2017-12-11	11.0	A
USGS	12120000	2017-12-12	10.7	A
USGS	12120000	2017-12-13	11.0	A
USGS	12120000	2017-12-14	10.6	A
USGS	12120000	2017-12-15	10.5	A
USGS	12120000	2017-12-16	14.9	A
USGS	12120000	2017-12-17	14.8	A
USGS	12120000	2017-12-18	38.8	A
USGS	12120000	2017-12-19	167	A
USGS	12120000	2017-12-20	67.7	A
USGS	12120000	2017-12-21	35.0	A
USGS	12120000	2017-12-22	31.3	A
USGS	12120000	2017-12-23	21.0	A
USGS	12120000	2017-12-24	16.9	A
USGS	12120000	2017-12-25	19.3	A
USGS	12120000	2017-12-26	18.1	A
USGS	12120000	2017-12-27	16.3	A
USGS	12120000	2017-12-28	16.4	A
USGS	12120000	2017-12-29	160	A
USGS	12120000	2017-12-30	70.0	A
USGS	12120000	2017-12-31	39.0	A
USGS	12120000	2018-01-01	25.9	A
USGS	12120000	2018-01-02	19.8	A
USGS	12120000	2018-01-03	18.0	A
USGS	12120000	2018-01-04	15.4	A
USGS	12120000	2018-01-05	40.3	A
USGS	12120000	2018-01-06	57.6	A
USGS	12120000	2018-01-07	45.9	A
USGS	12120000	2018-01-08	57.3	A
USGS	12120000	2018-01-09	83.8	A
USGS	12120000	2018-01-10	67.3	A
USGS	12120000	2018-01-11	121	A
USGS	12120000	2018-01-12	73.0	A
USGS	12120000	2018-01-13	48.7	A
USGS	12120000	2018-01-14	32.3	A
USGS	12120000	2018-01-15	25.4	A
USGS	12120000	2018-01-16	37.7	A
USGS	12120000	2018-01-17	43.6	A
USGS	12120000	2018-01-18	116	A
USGS	12120000	2018-01-19	55.5	A
USGS	12120000	2018-01-20	38.5	A
USGS	12120000	2018-01-21	35.6	A
USGS	12120000	2018-01-22	39.8	A
USGS	12120000	2018-01-23	61.0	A
USGS	12120000	2018-01-24	92.8	A
USGS	12120000	2018-01-25	63.7	A
USGS	12120000	2018-01-26	41.6	A
USGS	12120000	2018-01-27	76.7	A
USGS	12120000	2018-01-28	45.6	A
USGS	12120000	2018-01-29	84.4	A
USGS	12120000	2018-01-30	64.7	A
USGS	12120000	2018-01-31	36.6	A
USGS	12120000	2018-02-01	40.5	A
USGS	12120000	2018-02-02	72.5	A
USGS	12120000	2018-02-03	47.5	A
USGS	12120000	2018-02-04	64.2	A
USGS	12120000	2018-02-05	35.3	A
USGS	12120000	2018-02-06	31.3	A
USGS	12120000	2018-02-07	23.9	A
USGS	12120000	2018-02-08	23.0	A
USGS	12120000	2018-02-09	27.9	A
USGS	12120000	2018-02-10	19.5	A
USGS	12120000	2018-02-11	17.5	A
USGS	12120000	2018-02-12	16.2	A
USGS	12120000	2018-02-13	15.4	A
USGS	12120000	2018-02-14	37.3	A
USGS	12120000	2018-02-15	21.0	A
USGS	12120000	2018-02-16	26.4	A
USGS	12120000	2018-02-17	34.3	A
USGS	12120000	2018-02-18	21.2	A
USGS	12120000	2018-02-19	16.3	A
USGS	12120000	2018-02-20	15.0	A
USGS	12120000	2018-02-21	14.2	A
USGS	12120000	2018-02-22	13.9	A
USGS	12120000	2018-02-23	14.3	A
USGS	12120000	2018-02-24	16.6	A
USGS	12120000	2018-02-25	15.4	A
USGS	12120000	2018-02-26	26.0	A
USGS	12120000	2018-02-27	32.2	A
USGS	12120000	2018-02-28	44.8	A
USGS	12120000	2018-03-01	46.4	A
USGS	12120000	2018-03-02	37.2	A
USGS	12120000	2018-03-03	22.2	A
USGS	12120000	2018-03-04	18.6	A
USGS	12120000	2018-03-05	17.8	A
USGS	12120000	2018-03-06	15.6	A
USGS	12120000	2018-03-07	15.3	A
USGS	12120000	2018-03-08	32.3	A
USGS	12120000	2018-03-09	32.8	A
USGS	12120000	2018-03-10	17.7	A
USGS	12120000	2018-03-11	15.3	A
USGS	12120000	2018-03-12	14.6	A
USGS	12120000	2018-03-13	19.4	A
USGS	12120000	2018-03-14	25.3	A
USGS	12120000	2018-03-15	15.4	A
USGS	12120000	2018-03-16	13.6	A
USGS	12120000	2018-03-17	12.9	A
USGS	12120000	2018-03-18	12.2	A
USGS	12120000	2018-03-19	12.6	A
USGS	12120000	2018-03-20	12.5	A
USGS	12120000	2018-03-21	12.2	A
USGS	12120000	2018-03-22	36.9	A
USGS	12120000	2018-03-23	46.3	A
USGS	12120000	2018-03-24	40.9	A
USGS	12120000	2018-03-25	21.7	A
USGS	12120000	2018-03-26	20.0	A
USGS	12120000	2018-03-27	16.4	A
USGS	12120000	2018-03-28	16.2	A
USGS	12120000	2018-03-29	14.4	A
USGS	12120000	2018-03-30	13.3	A
USGS	12120000	2018-03-31	13.3	A
USGS	12120000	2018-04-01	16.8	A
USGS	12120000	2018-04-02	22.0	A
USGS	12120000	2018-04-03	14.3	A
USGS	12120000	2018-04-04	25.5	A
USGS	12120000	2018-04-05	30.5	A
USGS	12120000	2018-04-06	26.3	A
USGS	12120000	2018-04-07	88.6	A
USGS	12120000	2018-04-08	67.5	A
USGS	12120000	2018-04-09	36.3	A
USGS	12120000	2018-04-10	35.1	A
USGS	12120000	2018-04-11	28.8	A
USGS	12120000	2018-04-12	73.3	A
USGS	12120000	2018-04-13	39.0	A
USGS	12120000	2018-04-14	150	A
USGS	12120000	2018-04-15	181	A
USGS	12120000	2018-04-16	76.7	A
USGS	12120000	2018-04-17	51.8	A
USGS	12120000	2018-04-18	35.8	A
USGS	12120000	2018-04-19	27.4	A
USGS	12120000	2018-04-20	23.6	A
USGS	12120000	2018-04-21	23.6	A
USGS	12120000	2018-04-22	20.5	A
USGS	12120000	2018-04-23	19.0	A
USGS	12120000	2018-04-24	18.2	A
USGS	12120000	2018-04-25	16.5	A
USGS	12120000	2018-04-26	15.8	A
USGS	12120000	2018-04-27	15.4	A
USGS	12120000	2018-04-28	33.2	A
USGS	12120000	2018-04-29	27.4	A
USGS	12120000	2018-04-30	16.5	A
USGS	12120000	2018-05-01	14.8	A
USGS	12120000	2018-05-02	14.6	A
USGS	12120000	2018-05-03	13.0	A
USGS	12120000	2018-05-04	11.8	A
USGS	12120000	2018-05-05	12.0	A
USGS	12120000	2018-05-06	12.0	A
USGS	12120000	2018-05-07	11.7	A
USGS	12120000	2018-05-08	14.0	A
