# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-12-08 12:51:23 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11451100 NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11451100
#            TS   parameter     statistic     Description
#         11067       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	11067_00060_00003	11067_00060_00003_cd
USGS	11451100	2012-03-11	23.9	A
USGS	11451100	2012-03-12	23.0	A
USGS	11451100	2012-03-13	391	A
USGS	11451100	2012-03-14	661	A
USGS	11451100	2012-03-15	284	A
USGS	11451100	2012-03-16	438	A
USGS	11451100	2012-03-17	534	A
USGS	11451100	2012-03-18	246	A
USGS	11451100	2012-03-19	160	A
USGS	11451100	2012-03-20	123	A
USGS	11451100	2012-03-21	109	A
USGS	11451100	2012-03-22	99.1	A
USGS	11451100	2012-03-23	87.6	A
USGS	11451100	2012-03-24	85.8	A
USGS	11451100	2012-03-25	108	A
USGS	11451100	2012-03-26	111	A
USGS	11451100	2012-03-27	937	A
USGS	11451100	2012-03-28	1340	A
USGS	11451100	2012-03-29	526	A
USGS	11451100	2012-03-30	379	A
USGS	11451100	2012-03-31	675	A
USGS	11451100	2012-04-01	630	A
USGS	11451100	2012-04-02	411	A
USGS	11451100	2012-04-03	303	A
USGS	11451100	2012-04-04	231	A
USGS	11451100	2012-04-05	190	A
USGS	11451100	2012-04-06	162	A
USGS	11451100	2012-04-07	140	A
USGS	11451100	2012-04-08	124	A
USGS	11451100	2012-04-09	113	A
USGS	11451100	2012-04-10	116	A
USGS	11451100	2012-04-11	127	A
USGS	11451100	2012-04-12	364	A
USGS	11451100	2012-04-13	403	A
USGS	11451100	2012-04-14	325	A
USGS	11451100	2012-04-15	248	A
USGS	11451100	2012-04-16	206	A
USGS	11451100	2012-04-17	178	A
USGS	11451100	2012-04-18	156	A
USGS	11451100	2012-04-19	136	A
USGS	11451100	2012-04-20	121	A
USGS	11451100	2012-04-21	111	A
USGS	11451100	2012-04-22	102	A
USGS	11451100	2012-04-23	93.7	A
USGS	11451100	2012-04-24	86.7	A
USGS	11451100	2012-04-25	82.5	A
USGS	11451100	2012-04-26	80.6	A
USGS	11451100	2012-04-27	72.6	A
USGS	11451100	2012-04-28	67.6	A
USGS	11451100	2012-04-29	63.5	A
USGS	11451100	2012-04-30	59.9	A
USGS	11451100	2012-05-01	57.0	A
USGS	11451100	2012-05-02	54.3	A
USGS	11451100	2012-05-03	54.8	A
USGS	11451100	2012-05-04	55.8	A
USGS	11451100	2012-05-05	50.1	A
USGS	11451100	2012-05-06	46.8	A
USGS	11451100	2012-05-07	44.2	A
USGS	11451100	2012-05-08	41.8	A
USGS	11451100	2012-05-09	39.8	A
USGS	11451100	2012-05-10	37.9	A
USGS	11451100	2012-05-11	36.2	A
USGS	11451100	2012-05-12	34.1	A
USGS	11451100	2012-05-13	32.6	A
USGS	11451100	2012-05-14	31.8	A
USGS	11451100	2012-05-15	30.9	A
USGS	11451100	2012-05-16	29.0	A
USGS	11451100	2012-05-17	26.7	A
USGS	11451100	2012-05-18	25.7	A
USGS	11451100	2012-05-19	24.3	A
USGS	11451100	2012-05-20	22.7	A
USGS	11451100	2012-05-21	21.6	A
USGS	11451100	2012-05-22	20.7	A
USGS	11451100	2012-05-23	20.1	A
USGS	11451100	2012-05-24	19.6	A
USGS	11451100	2012-05-25	19.8	A
USGS	11451100	2012-05-26	21.6	A
USGS	11451100	2012-05-27	21.4	A
USGS	11451100	2012-05-28	19.1	A
USGS	11451100	2012-05-29	17.9	A
USGS	11451100	2012-05-30	16.5	A
USGS	11451100	2012-05-31	15.4	A
USGS	11451100	2012-06-01	14.1	A
USGS	11451100	2012-06-02	12.8	A
USGS	11451100	2012-06-03	12.3	A
USGS	11451100	2012-06-04	12.7	A
USGS	11451100	2012-06-05	13.8	A
USGS	11451100	2012-06-06	13.3	A
USGS	11451100	2012-06-07	12.2	A
USGS	11451100	2012-06-08	11.5	A
USGS	11451100	2012-06-09	11.1	A
USGS	11451100	2012-06-10	10.4	A
USGS	11451100	2012-06-11	9.88	A
USGS	11451100	2012-06-12	9.37	A
USGS	11451100	2012-06-13	8.84	A
USGS	11451100	2012-06-14	8.31	A
USGS	11451100	2012-06-15	7.77	A
USGS	11451100	2012-06-16	7.03	A
USGS	11451100	2012-06-17	6.42	A
USGS	11451100	2012-06-18	6.12	A
USGS	11451100	2012-06-19	5.78	A
USGS	11451100	2012-06-20	5.51	A
USGS	11451100	2012-06-21	5.39	A
USGS	11451100	2012-06-22	5.50	A
USGS	11451100	2012-06-23	6.27	A
USGS	11451100	2012-06-24	5.81	A
USGS	11451100	2012-06-25	5.49	A
USGS	11451100	2012-06-26	5.56	A
USGS	11451100	2012-06-27	5.35	A
USGS	11451100	2012-06-28	4.76	A
USGS	11451100	2012-06-29	4.48	A
USGS	11451100	2012-06-30	4.14	A
USGS	11451100	2012-07-01	3.96	A
USGS	11451100	2012-07-02	3.67	A
USGS	11451100	2012-07-03	2.97	A
USGS	11451100	2012-07-04	2.70	A
USGS	11451100	2012-07-05	2.34	A
USGS	11451100	2012-07-06	2.22	A
USGS	11451100	2012-07-07	2.10	A
USGS	11451100	2012-07-08	1.75	A
USGS	11451100	2012-07-09	1.47	A
USGS	11451100	2012-07-10	1.40	A
USGS	11451100	2012-07-11	1.48	A
USGS	11451100	2012-07-12	1.43	A
USGS	11451100	2012-07-13	1.23	A
USGS	11451100	2012-07-14	1.15	A
USGS	11451100	2012-07-15	1.13	A
USGS	11451100	2012-07-16	1.03	A
USGS	11451100	2012-07-17	1.11	A
USGS	11451100	2012-07-18	1.47	A
USGS	11451100	2012-07-19	1.33	A
USGS	11451100	2012-07-20	1.07	A
USGS	11451100	2012-07-21	0.89	A
USGS	11451100	2012-07-22	0.73	A
USGS	11451100	2012-07-23	0.60	A
USGS	11451100	2012-07-24	0.52	A
USGS	11451100	2012-07-25	0.47	A
USGS	11451100	2012-07-26	0.42	A
USGS	11451100	2012-07-27	0.41	A
USGS	11451100	2012-07-28	0.37	A
USGS	11451100	2012-07-29	0.32	A
USGS	11451100	2012-07-30	0.30	A
USGS	11451100	2012-07-31	0.26	A
USGS	11451100	2012-08-01	0.20	A
USGS	11451100	2012-08-02	0.16	A
USGS	11451100	2012-08-03	0.11	A
USGS	11451100	2012-08-04	0.11	A
USGS	11451100	2012-08-05	0.12	A
USGS	11451100	2012-08-06	0.09	A
USGS	11451100	2012-08-07	0.05	A
USGS	11451100	2012-08-08	0.03	A
USGS	11451100	2012-08-09	0.02	A
USGS	11451100	2012-08-10	0.01	A
USGS	11451100	2012-08-11	0.00	A
USGS	11451100	2012-08-12	0.00	A
USGS	11451100	2012-08-13	0.00	A
USGS	11451100	2012-08-14	0.00	A
USGS	11451100	2012-08-15	0.00	A
USGS	11451100	2012-08-16	0.00	A
USGS	11451100	2012-08-17	0.00	A
USGS	11451100	2012-08-18	0.00	A
USGS	11451100	2012-08-19	0.00	A
USGS	11451100	2012-08-20	0.00	A
USGS	11451100	2012-08-21	0.00	A
USGS	11451100	2012-08-22	0.00	A
USGS	11451100	2012-08-23	0.00	A
USGS	11451100	2012-08-24	0.00	A
USGS	11451100	2012-08-25	0.00	A
USGS	11451100	2012-08-26	0.00	A
USGS	11451100	2012-08-27	0.00	A
USGS	11451100	2012-08-28	0.00	A
USGS	11451100	2012-08-29	0.00	A
USGS	11451100	2012-08-30	0.00	A
USGS	11451100	2012-08-31	0.00	A
USGS	11451100	2012-09-01	0.00	A
USGS	11451100	2012-09-02	0.00	A
USGS	11451100	2012-09-03	0.00	A
USGS	11451100	2012-09-04	0.00	A
USGS	11451100	2012-09-05	0.00	A
USGS	11451100	2012-09-06	0.00	A
USGS	11451100	2012-09-07	0.00	A
USGS	11451100	2012-09-08	0.00	A
USGS	11451100	2012-09-09	0.00	A
USGS	11451100	2012-09-10	0.00	A
USGS	11451100	2012-09-11	0.00	A
USGS	11451100	2012-09-12	0.00	A
USGS	11451100	2012-09-13	0.00	A
USGS	11451100	2012-09-14	0.00	A
USGS	11451100	2012-09-15	0.00	A
USGS	11451100	2012-09-16	0.00	A
USGS	11451100	2012-09-17	0.00	A
USGS	11451100	2012-09-18	0.00	A
USGS	11451100	2012-09-19	0.00	A
USGS	11451100	2012-09-20	0.00	A
USGS	11451100	2012-09-21	0.00	A
USGS	11451100	2012-09-22	0.00	A
USGS	11451100	2012-09-23	0.02	A
USGS	11451100	2012-09-24	0.02	A
USGS	11451100	2012-09-25	0.02	A
USGS	11451100	2012-09-26	0.02	A
USGS	11451100	2012-09-27	0.03	A
USGS	11451100	2012-09-28	0.05	A
USGS	11451100	2012-09-29	0.04	A
USGS	11451100	2012-09-30	0.02	A
USGS	11451100	2012-10-01	0.01	A
USGS	11451100	2012-10-02	0.01	A
USGS	11451100	2012-10-03	0.01	A
USGS	11451100	2012-10-04	0.02	A
USGS	11451100	2012-10-05	0.04	A
USGS	11451100	2012-10-06	0.11	A
USGS	11451100	2012-10-07	0.20	A
USGS	11451100	2012-10-08	0.24	A
USGS	11451100	2012-10-09	0.29	A
USGS	11451100	2012-10-10	0.34	A
USGS	11451100	2012-10-11	0.36	A
USGS	11451100	2012-10-12	0.35	A
USGS	11451100	2012-10-13	0.37	A
USGS	11451100	2012-10-14	0.46	A
USGS	11451100	2012-10-15	0.51	A
USGS	11451100	2012-10-16	0.48	A
USGS	11451100	2012-10-17	0.37	A
USGS	11451100	2012-10-18	0.33	A
USGS	11451100	2012-10-19	0.37	A
USGS	11451100	2012-10-20	0.42	A
USGS	11451100	2012-10-21	0.39	A
USGS	11451100	2012-10-22	1.23	A
USGS	11451100	2012-10-23	1.56	A
USGS	11451100	2012-10-24	1.82	A
USGS	11451100	2012-10-25	1.47	A
USGS	11451100	2012-10-26	1.03	A
USGS	11451100	2012-10-27	0.90	A
USGS	11451100	2012-10-28	0.93	A
USGS	11451100	2012-10-29	0.91	A
USGS	11451100	2012-10-30	0.88	A
USGS	11451100	2012-10-31	1.24	A
USGS	11451100	2012-11-01	2.41	A
USGS	11451100	2012-11-02	1.79	A
USGS	11451100	2012-11-03	1.53	A
USGS	11451100	2012-11-04	1.52	A
USGS	11451100	2012-11-05	1.41	A
USGS	11451100	2012-11-06	1.37	A
USGS	11451100	2012-11-07	1.37	A
USGS	11451100	2012-11-08	1.39	A
USGS	11451100	2012-11-09	1.53	A
USGS	11451100	2012-11-10	1.69	A
USGS	11451100	2012-11-11	1.67	A
USGS	11451100	2012-11-12	1.70	A
USGS	11451100	2012-11-13	1.75	A
USGS	11451100	2012-11-14	1.82	A
USGS	11451100	2012-11-15	1.87	A
USGS	11451100	2012-11-16	2.21	A
USGS	11451100	2012-11-17	14.0	A
USGS	11451100	2012-11-18	11.8	A
USGS	11451100	2012-11-19	6.67	A
USGS	11451100	2012-11-20	67.6	A
USGS	11451100	2012-11-21	105	A
USGS	11451100	2012-11-22	26.5	A
USGS	11451100	2012-11-23	14.3	A
USGS	11451100	2012-11-24	10.6	A
USGS	11451100	2012-11-25	8.94	A
USGS	11451100	2012-11-26	7.92	A
USGS	11451100	2012-11-27	7.36	A
USGS	11451100	2012-11-28	57.8	A
USGS	11451100	2012-11-29	406	A
USGS	11451100	2012-11-30	1440	A
USGS	11451100	2012-12-01	522	A
USGS	11451100	2012-12-02	2580	A
USGS	11451100	2012-12-03	683	A
USGS	11451100	2012-12-04	307	A
USGS	11451100	2012-12-05	807	A
USGS	11451100	2012-12-06	396	A
USGS	11451100	2012-12-07	238	A
USGS	11451100	2012-12-08	170	A
USGS	11451100	2012-12-09	133	A
USGS	11451100	2012-12-10	108	A
USGS	11451100	2012-12-11	92.3	A
USGS	11451100	2012-12-12	83.3	A
USGS	11451100	2012-12-13	71.1	A
USGS	11451100	2012-12-14	64.0	A
USGS	11451100	2012-12-15	61.4	A
USGS	11451100	2012-12-16	72.2	A
USGS	11451100	2012-12-17	213	A
USGS	11451100	2012-12-18	147	A
USGS	11451100	2012-12-19	111	A
USGS	11451100	2012-12-20	119	A
USGS	11451100	2012-12-21	1910	A
USGS	11451100	2012-12-22	1560	A
USGS	11451100	2012-12-23	2100	A
USGS	11451100	2012-12-24	1210	A
USGS	11451100	2012-12-25	712	A
USGS	11451100	2012-12-26	577	A
USGS	11451100	2012-12-27	435	A
USGS	11451100	2012-12-28	335	A
USGS	11451100	2012-12-29	275	A
USGS	11451100	2012-12-30	230	A
USGS	11451100	2012-12-31	197	A
USGS	11451100	2013-01-01	173	A
USGS	11451100	2013-01-02	154	A
USGS	11451100	2013-01-03	134	A
USGS	11451100	2013-01-04	121	A
USGS	11451100	2013-01-05	120	A
USGS	11451100	2013-01-06	140	A
USGS	11451100	2013-01-07	127	A
USGS	11451100	2013-01-08	125	A
USGS	11451100	2013-01-09	121	A
USGS	11451100	2013-01-10	115	A
USGS	11451100	2013-01-11	106	A
USGS	11451100	2013-01-12	100	A
USGS	11451100	2013-01-13	93.6	A
USGS	11451100	2013-01-14	86.0	A
USGS	11451100	2013-01-15	80.8	A
USGS	11451100	2013-01-16	76.5	A
USGS	11451100	2013-01-17	71.9	A
USGS	11451100	2013-01-18	67.9	A
USGS	11451100	2013-01-19	64.6	A
USGS	11451100	2013-01-20	61.5	A
USGS	11451100	2013-01-21	59.0	A
USGS	11451100	2013-01-22	56.8	A
USGS	11451100	2013-01-23	62.1	A
USGS	11451100	2013-01-24	89.7	A
USGS	11451100	2013-01-25	74.2	A
USGS	11451100	2013-01-26	68.8	A
USGS	11451100	2013-01-27	64.3	A
USGS	11451100	2013-01-28	60.4	A
USGS	11451100	2013-01-29	57.1	A
USGS	11451100	2013-01-30	53.4	A
USGS	11451100	2013-01-31	51.2	A
USGS	11451100	2013-02-01	49.2	A
USGS	11451100	2013-02-02	46.5	A
USGS	11451100	2013-02-03	45.2	A
USGS	11451100	2013-02-04	43.8	A
USGS	11451100	2013-02-05	42.6	A
USGS	11451100	2013-02-06	40.8	A
USGS	11451100	2013-02-07	41.7	A
USGS	11451100	2013-02-08	40.3	A
USGS	11451100	2013-02-09	38.1	A
USGS	11451100	2013-02-10	36.8	A
USGS	11451100	2013-02-11	35.6	A
USGS	11451100	2013-02-12	34.3	A
USGS	11451100	2013-02-13	33.4	A
USGS	11451100	2013-02-14	32.6	A
USGS	11451100	2013-02-15	31.6	A
USGS	11451100	2013-02-16	31.0	A
USGS	11451100	2013-02-17	30.5	A
USGS	11451100	2013-02-18	28.8	A
USGS	11451100	2013-02-19	30.2	A
USGS	11451100	2013-02-20	28.8	A
USGS	11451100	2013-02-21	27.0	A
USGS	11451100	2013-02-22	26.0	A
USGS	11451100	2013-02-23	25.5	A
USGS	11451100	2013-02-24	24.5	A
USGS	11451100	2013-02-25	23.9	A
USGS	11451100	2013-02-26	23.3	A
USGS	11451100	2013-02-27	22.8	A
USGS	11451100	2013-02-28	22.4	A
USGS	11451100	2013-03-01	21.8	A
USGS	11451100	2013-03-02	21.7	A
USGS	11451100	2013-03-03	21.7	A
USGS	11451100	2013-03-04	21.3	A
USGS	11451100	2013-03-05	22.5	A
USGS	11451100	2013-03-06	100	A
USGS	11451100	2013-03-07	69.0	A
USGS	11451100	2013-03-08	51.2	A
USGS	11451100	2013-03-09	43.2	A
USGS	11451100	2013-03-10	37.9	A
USGS	11451100	2013-03-11	35.7	A
USGS	11451100	2013-03-12	34.4	A
USGS	11451100	2013-03-13	32.8	A
USGS	11451100	2013-03-14	31.6	A
USGS	11451100	2013-03-15	30.1	A
USGS	11451100	2013-03-16	28.2	A
USGS	11451100	2013-03-17	27.1	A
USGS	11451100	2013-03-18	26.4	A
USGS	11451100	2013-03-19	25.9	A
USGS	11451100	2013-03-20	37.8	A
USGS	11451100	2013-03-21	38.8	A
USGS	11451100	2013-03-22	32.9	A
USGS	11451100	2013-03-23	30.3	A
USGS	11451100	2013-03-24	28.1	A
USGS	11451100	2013-03-25	27.2	A
USGS	11451100	2013-03-26	26.0	A
USGS	11451100	2013-03-27	24.9	A
USGS	11451100	2013-03-28	24.3	A
USGS	11451100	2013-03-29	23.6	A
USGS	11451100	2013-03-30	23.1	A
USGS	11451100	2013-03-31	25.8	A
USGS	11451100	2013-04-01	24.7	A
USGS	11451100	2013-04-02	22.8	A
USGS	11451100	2013-04-03	21.8	A
USGS	11451100	2013-04-04	38.9	A
USGS	11451100	2013-04-05	48.5	A
USGS	11451100	2013-04-06	37.1	A
USGS	11451100	2013-04-07	33.7	A
USGS	11451100	2013-04-08	34.5	A
USGS	11451100	2013-04-09	31.7	A
USGS	11451100	2013-04-10	29.1	A
USGS	11451100	2013-04-11	27.8	A
USGS	11451100	2013-04-12	26.9	A
USGS	11451100	2013-04-13	25.6	A
USGS	11451100	2013-04-14	25.0	A
USGS	11451100	2013-04-15	24.0	A:e
USGS	11451100	2013-04-16	23.0	A
USGS	11451100	2013-04-17	22.2	A
USGS	11451100	2013-04-18	21.6	A
USGS	11451100	2013-04-19	21.0	A
USGS	11451100	2013-04-20	20.4	A
USGS	11451100	2013-04-21	19.7	A
USGS	11451100	2013-04-22	19.0	A
USGS	11451100	2013-04-23	18.3	A
USGS	11451100	2013-04-24	17.7	A
USGS	11451100	2013-04-25	17.2	A
USGS	11451100	2013-04-26	16.7	A
USGS	11451100	2013-04-27	16.2	A
USGS	11451100	2013-04-28	15.8	A
USGS	11451100	2013-04-29	15.3	A
USGS	11451100	2013-04-30	14.3	A
USGS	11451100	2013-05-01	13.6	A
USGS	11451100	2013-05-02	13.3	A
USGS	11451100	2013-05-03	12.8	A
USGS	11451100	2013-05-04	12.0	A
USGS	11451100	2013-05-05	12.0	A
USGS	11451100	2013-05-06	13.1	A
USGS	11451100	2013-05-07	13.8	A
USGS	11451100	2013-05-08	13.9	A
USGS	11451100	2013-05-09	13.3	A
USGS	11451100	2013-05-10	12.3	A
USGS	11451100	2013-05-11	11.4	A
USGS	11451100	2013-05-12	10.6	A
USGS	11451100	2013-05-13	9.81	A
USGS	11451100	2013-05-14	9.17	A
USGS	11451100	2013-05-15	8.65	A
USGS	11451100	2013-05-16	8.69	A
USGS	11451100	2013-05-17	8.78	A
USGS	11451100	2013-05-18	8.55	A
USGS	11451100	2013-05-19	8.25	A
USGS	11451100	2013-05-20	7.44	A
USGS	11451100	2013-05-21	7.10	A
USGS	11451100	2013-05-22	7.22	A
USGS	11451100	2013-05-23	7.51	A
USGS	11451100	2013-05-24	7.24	A
USGS	11451100	2013-05-25	6.58	A
USGS	11451100	2013-05-26	6.30	A
USGS	11451100	2013-05-27	6.49	A
USGS	11451100	2013-05-28	7.33	A
USGS	11451100	2013-05-29	6.89	A
USGS	11451100	2013-05-30	6.31	A
USGS	11451100	2013-05-31	5.81	A
USGS	11451100	2013-06-01	5.46	A
USGS	11451100	2013-06-02	4.75	A
USGS	11451100	2013-06-03	4.33	A
USGS	11451100	2013-06-04	4.03	A
USGS	11451100	2013-06-05	3.84	A
USGS	11451100	2013-06-06	3.70	A
USGS	11451100	2013-06-07	3.40	A
USGS	11451100	2013-06-08	3.04	A
USGS	11451100	2013-06-09	2.79	A
USGS	11451100	2013-06-10	3.12	A
USGS	11451100	2013-06-11	3.96	A
USGS	11451100	2013-06-12	3.30	A
USGS	11451100	2013-06-13	2.91	A
USGS	11451100	2013-06-14	2.80	A
USGS	11451100	2013-06-15	2.56	A
USGS	11451100	2013-06-16	2.22	A
USGS	11451100	2013-06-17	2.01	A
USGS	11451100	2013-06-18	2.08	A
USGS	11451100	2013-06-19	2.23	A
USGS	11451100	2013-06-20	2.20	A
USGS	11451100	2013-06-21	1.99	A
USGS	11451100	2013-06-22	1.78	A
USGS	11451100	2013-06-23	1.69	A
USGS	11451100	2013-06-24	2.25	A
USGS	11451100	2013-06-25	3.50	A
USGS	11451100	2013-06-26	3.88	A
USGS	11451100	2013-06-27	2.89	A
USGS	11451100	2013-06-28	2.05	A
USGS	11451100	2013-06-29	1.38	A
USGS	11451100	2013-06-30	1.10	A
USGS	11451100	2013-07-01	0.91	A
USGS	11451100	2013-07-02	0.76	A
USGS	11451100	2013-07-03	0.57	A
USGS	11451100	2013-07-04	0.40	A
USGS	11451100	2013-07-05	0.28	A
USGS	11451100	2013-07-06	0.30	A
USGS	11451100	2013-07-07	0.37	A
USGS	11451100	2013-07-08	0.35	A
USGS	11451100	2013-07-09	0.29	A
USGS	11451100	2013-07-10	0.24	A
USGS	11451100	2013-07-11	0.20	A
USGS	11451100	2013-07-12	0.18	A
USGS	11451100	2013-07-13	0.15	A
USGS	11451100	2013-07-14	0.13	A
USGS	11451100	2013-07-15	0.10	A
USGS	11451100	2013-07-16	0.08	A
USGS	11451100	2013-07-17	0.06	A
USGS	11451100	2013-07-18	0.04	A
USGS	11451100	2013-07-19	0.01	A
USGS	11451100	2013-07-20	0.00	A
USGS	11451100	2013-07-21	0.00	A
USGS	11451100	2013-07-22	0.00	A
USGS	11451100	2013-07-23	0.00	A
USGS	11451100	2013-07-24	0.00	A
USGS	11451100	2013-07-25	0.00	A
USGS	11451100	2013-07-26	0.00	A
USGS	11451100	2013-07-27	0.00	A
USGS	11451100	2013-07-28	0.00	A
USGS	11451100	2013-07-29	0.00	A
USGS	11451100	2013-07-30	0.00	A
USGS	11451100	2013-07-31	0.00	A
USGS	11451100	2013-08-01	0.00	A
USGS	11451100	2013-08-02	0.00	A
USGS	11451100	2013-08-03	0.00	A
USGS	11451100	2013-08-04	0.00	A
USGS	11451100	2013-08-05	0.00	A
USGS	11451100	2013-08-06	0.00	A
USGS	11451100	2013-08-07	0.00	A
USGS	11451100	2013-08-08	0.00	A
USGS	11451100	2013-08-09	0.00	A
USGS	11451100	2013-08-10	0.00	A
USGS	11451100	2013-08-11	0.00	A
USGS	11451100	2013-08-12	0.00	A
USGS	11451100	2013-08-13	0.00	A
USGS	11451100	2013-08-14	0.00	A
USGS	11451100	2013-08-15	0.00	A
USGS	11451100	2013-08-16	0.00	A
USGS	11451100	2013-08-17	0.00	A
USGS	11451100	2013-08-18	0.00	A
USGS	11451100	2013-08-19	0.00	A
USGS	11451100	2013-08-20	0.00	A
USGS	11451100	2013-08-21	0.00	A
USGS	11451100	2013-08-22	0.00	A
USGS	11451100	2013-08-23	0.00	A
USGS	11451100	2013-08-24	0.00	A
USGS	11451100	2013-08-25	0.00	A
USGS	11451100	2013-08-26	0.00	A
USGS	11451100	2013-08-27	0.00	A
USGS	11451100	2013-08-28	0.00	A
USGS	11451100	2013-08-29	0.00	A
USGS	11451100	2013-08-30	0.00	A
USGS	11451100	2013-08-31	0.00	A
USGS	11451100	2013-09-01	0.00	A
USGS	11451100	2013-09-02	0.00	A
USGS	11451100	2013-09-03	0.00	A
USGS	11451100	2013-09-04	0.00	A
USGS	11451100	2013-09-05	0.00	A
USGS	11451100	2013-09-06	0.00	A
USGS	11451100	2013-09-07	0.00	A
USGS	11451100	2013-09-08	0.00	A
USGS	11451100	2013-09-09	0.00	A
USGS	11451100	2013-09-10	0.00	A
USGS	11451100	2013-09-11	0.00	A
USGS	11451100	2013-09-12	0.00	A
